"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"21/06/2024","57,411","58,438","58,625","57,411","960.20K","-0.97%"
"20/06/2024","57,971","58,158","58,625","56,571","947.80K","0.16%"
"19/06/2024","57,878","59,371","59,651","57,691","1.46M","-2.52%"
"18/06/2024","59,371","59,558","59,745","58,998","739.10K","0.00%"
"17/06/2024","59,371","59,185","60,118","58,438","1.94M","0.32%"
"14/06/2024","59,185","60,492","60,772","58,438","3.85M","-3.35%"
"13/06/2024","61,238","62,825","62,825","61,145","1.82M","-2.09%"
"12/06/2024","62,545","63,105","63,105","61,985","1.71M","-0.89%"
"11/06/2024","63,105","63,199","63,666","62,265","1.73M","-0.15%"
"10/06/2024","63,199","64,039","64,039","62,452","2.03M","-0.29%"
"07/06/2024","63,385","61,238","64,786","61,238","2.58M","3.66%"
"06/06/2024","61,145","62,079","63,946","60,865","2.27M","-0.15%"
"05/06/2024","61,238","57,878","61,238","57,691","2.90M","6.84%"
"04/06/2024","57,318","55,731","57,598","55,544","2.34M","3.37%"
"03/06/2024","55,451","55,077","56,104","54,797","1.13M","1.89%"
"31/05/2024","54,424","55,357","55,357","54,424","1.49M","-1.69%"
"30/05/2024","55,357","55,637","56,011","54,424","1.67M","-1.98%"
"29/05/2024","56,478","56,944","57,224","56,291","1.47M","-0.82%"
"28/05/2024","56,944","54,797","56,944","54,517","2.53M","4.27%"
"27/05/2024","54,610","54,144","54,704","54,144","654.00K","0.86%"
"24/05/2024","54,144","55,544","55,544","53,957","1.32M","-2.52%"
"23/05/2024","55,544","53,957","55,731","53,677","1.91M","3.48%"
"22/05/2024","53,677","54,424","54,704","53,677","927.20K","-0.86%"
"21/05/2024","54,144","53,957","54,891","53,677","1.17M","0.35%"
"20/05/2024","53,957","54,237","54,891","53,957","669.10K","-0.52%"
"17/05/2024","54,237","53,957","54,984","53,677","1.43M","1.04%"
"16/05/2024","53,677","53,864","54,237","53,677","769.40K","-0.17%"
