Date,HAG_Price,Mở,Cao,Thấp,KL,% Thay đổi,SP500_Price,VNINDEX_Price,Agriculture_Industry_Index
2024-05-09,13450.0,"13,650.0","13,650.0","13,200.0",9.69M,-0.37%,5214.08,1248.64,19798.27645788337
2024-05-08,13500.0,"13,150.0","13,500.0","12,900.0",19.37M,2.27%,5187.67,1250.46,19976.566414686826
2024-05-07,13200.0,"13,050.0","13,300.0","12,900.0",6.54M,1.54%,5187.7,1248.63,19954.98866090713
2024-05-06,13000.0,"12,500.0","13,300.0","12,450.0",15.43M,4.42%,5180.74,1241.58,19703.894438444924
2024-05-03,12450.0,"12,300.0","12,600.0","12,300.0",5.13M,1.63%,5127.79,1221.03,19161.83882289417
2024-05-02,12250.0,"12,300.0","12,400.0","12,250.0",3.60M,-1.21%,5064.2,1216.36,19331.63390928726
2024-04-26,12400.0,"12,400.0","12,550.0","12,350.0",4.25M,-0.80%,5099.96,1209.52,19326.988390928724
2024-04-25,12500.0,"12,400.0","12,650.0","12,300.0",5.15M,1.63%,5048.42,1204.97,19142.278347732183
2024-04-24,12300.0,"12,200.0","12,450.0","12,150.0",6.37M,1.23%,5071.63,1205.61,19152.85232181425
2024-04-23,12150.0,"12,000.0","12,200.0","12,000.0",9.49M,0.83%,5070.55,1177.4,18611.009989200866
2024-04-22,12050.0,"12,200.0","12,200.0","12,000.0",8.28M,2.12%,5010.6,1190.22,18821.65982721382
2024-04-19,11800.0,"11,400.0","11,800.0","11,050.0",22.68M,-0.42%,4967.23,1174.85,18016.14173866091
2024-04-17,11850.0,"12,600.0","12,650.0","11,850.0",20.55M,-5.95%,5022.21,1193.01,18602.969492440603
2024-04-16,12600.0,"12,400.0","12,600.0","11,950.0",18.01M,0.80%,5051.41,1215.68,18767.66441684665
2024-04-15,12500.0,"13,400.0","13,550.0","12,500.0",36.15M,-6.72%,5061.82,1216.61,18989.68034557236
2024-04-12,13400.0,"13,450.0","13,650.0","13,250.0",11.05M,0.75%,5123.41,1276.6,20276.154967602597
2024-04-11,13300.0,"13,250.0","13,500.0","13,200.0",8.18M,-0.75%,5199.06,1258.2,20287.130129589637
2024-04-10,13400.0,"13,250.0","13,800.0","13,100.0",22.13M,1.90%,5160.64,1258.56,20389.066954643637
2024-04-09,13150.0,"13,050.0","13,150.0","12,900.0",6.61M,1.15%,5209.91,1262.82,20179.8277537797
2024-04-08,13000.0,"13,000.0","13,400.0","12,850.0",25.67M,0.78%,5202.39,1250.35,20160.68115550756
2024-04-05,12900.0,"12,600.0","13,100.0","12,450.0",17.10M,1.98%,5204.34,1255.11,20235.018088552915
2024-04-04,12650.0,"12,650.0","12,800.0","12,600.0",6.91M,-1.17%,5147.21,1268.25,20589.301295896326
2024-04-03,12800.0,"12,700.0","13,000.0","12,600.0",14.18M,0.79%,5211.49,1271.47,20490.87985961124
2024-04-02,12700.0,"12,600.0","12,700.0","12,350.0",12.71M,0.40%,5205.81,1287.04,20804.617980561557
2024-04-01,12650.0,"13,050.0","13,100.0","12,650.0",13.13M,-3.07%,5243.77,1281.52,20736.74676025918
2024-03-29,13050.0,"12,850.0","13,200.0","12,750.0",14.47M,0.77%,5254.35,1284.09,21091.660637149027
2024-03-28,12950.0,"12,550.0","13,050.0","12,550.0",22.87M,3.19%,5254.35,1290.18,21156.906587473004
2024-03-27,12550.0,"12,650.0","12,650.0","12,450.0",4.12M,-0.40%,5248.49,1283.09,20772.427375809933
2024-03-26,12600.0,"12,400.0","12,800.0","12,300.0",7.38M,1.20%,5203.58,1282.21,20659.0156587473
2024-03-25,12450.0,"12,500.0","12,600.0","12,350.0",8.91M,0.00%,5218.19,1267.86,20412.938714902808
2024-03-22,12450.0,"12,750.0","12,800.0","12,350.0",12.50M,-1.97%,5234.18,1281.8,20634.40982721382
2024-03-21,12700.0,"12,850.0","12,850.0","12,600.0",10.42M,0.40%,5241.53,1276.42,20630.00890928726
2024-03-20,12650.0,"11,950.0","12,650.0","11,750.0",27.18M,6.75%,5224.62,1260.08,20479.11609071274
2024-03-19,11850.0,"11,750.0","12,000.0","11,650.0",6.46M,0.85%,5178.51,1242.46,20128.625000000004
2024-03-18,11750.0,"12,300.0","12,400.0","11,450.0",27.89M,-4.47%,5149.42,1243.56,20213.30507559395
2024-03-15,12300.0,"12,500.0","12,550.0","12,300.0",9.09M,-1.60%,5117.09,1263.78,20664.34557235421
2024-03-14,12500.0,"12,550.0","12,800.0","12,300.0",16.44M,0.40%,5150.48,1264.26,20665.49217062635
2024-03-13,12450.0,"12,500.0","12,550.0","12,300.0",8.59M,0.40%,5165.31,1270.51,20655.174406047518
2024-03-12,12400.0,"12,150.0","12,600.0","12,100.0",14.82M,1.64%,5175.27,1245.0,20254.152807775376
2024-03-11,12200.0,"12,600.0","12,600.0","12,200.0",17.67M,-2.79%,5117.94,1235.49,20169.66225701944
2024-03-08,12550.0,"12,950.0","13,050.0","12,450.0",21.63M,-3.09%,5123.69,1247.35,20023.17467602592
2024-03-07,12950.0,"12,900.0","13,150.0","12,800.0",12.93M,0.39%,5157.36,1268.46,19994.6568574514
2024-03-06,12900.0,"13,300.0","13,300.0","12,850.0",10.76M,-2.27%,5104.76,1262.73,19784.75350971922
2024-03-05,13200.0,"12,900.0","13,200.0","12,600.0",25.91M,3.13%,5078.65,1269.98,20120.412526997843
2024-03-04,12800.0,"12,750.0","13,050.0","12,600.0",16.45M,0.79%,5130.95,1261.41,19924.53401727862
2024-03-01,12700.0,"12,850.0","12,900.0","12,650.0",6.68M,-0.78%,5137.08,1258.28,20041.51187904968
2024-02-29,12800.0,"12,600.0","12,800.0","12,250.0",16.40M,1.99%,5096.27,1252.73,20068.49568034557
2024-02-28,12550.0,"12,800.0","12,850.0","12,500.0",8.03M,-0.79%,5069.76,1254.55,20030.26376889849
2024-02-27,12650.0,"12,700.0","12,950.0","12,500.0",8.43M,0.40%,5078.18,1237.46,19708.51241900648
2024-02-26,12600.0,"12,250.0","12,650.0","12,100.0",12.00M,3.28%,5069.53,1224.17,19449.582883369327
2024-02-23,12200.0,"12,650.0","12,800.0","12,200.0",13.33M,-3.17%,5088.8,1212.0,19078.968412527
2024-02-22,12600.0,"12,700.0","13,100.0","12,600.0",12.96M,-1.56%,5087.03,1227.31,19543.607451403885
2024-02-21,12800.0,"12,600.0","12,950.0","12,550.0",9.16M,1.59%,4981.8,1230.04,19590.20653347732
2024-02-20,12600.0,"13,000.0","13,100.0","12,550.0",11.19M,-3.08%,4975.51,1230.06,19484.26700863931
2024-02-19,13000.0,"12,750.0","13,200.0","12,300.0",19.61M,1.96%,5005.57,1224.97,19720.478671706263
2024-02-16,12750.0,"13,500.0","13,550.0","12,600.0",30.63M,-5.20%,5005.57,1209.7,19477.34962203024
2024-02-15,13450.0,"13,550.0","13,750.0","13,150.0",13.83M,2.28%,5029.73,1202.5,19589.569114470843
2024-02-07,13150.0,"13,300.0","13,600.0","13,050.0",15.34M,-1.13%,4995.06,1198.53,19500.119870410366
2024-02-06,13300.0,"13,400.0","13,650.0","13,250.0",10.30M,-0.37%,4954.23,1188.48,19055.519438444924
2024-02-05,13350.0,"13,950.0","14,000.0","13,300.0",19.88M,-4.64%,4942.81,1186.06,18967.375539956804
2024-02-02,14000.0,"14,400.0","14,400.0","14,000.0",10.63M,-2.44%,4958.61,1172.55,19165.279157667388
2024-02-01,14350.0,"14,100.0","14,500.0","14,000.0",6.76M,1.06%,4906.19,1173.02,19293.85745140389
2024-01-31,14200.0,"15,000.0","15,000.0","14,200.0",18.36M,-5.02%,4845.65,1164.31,18925.296436285094
2024-01-30,14950.0,"14,650.0","15,000.0","14,650.0",7.49M,1.70%,4924.97,1179.65,19344.08450323974
2024-01-29,14700.0,"14,850.0","14,850.0","14,550.0",5.77M,0.00%,4927.93,1175.69,18988.44654427646
2024-01-26,14700.0,"14,900.0","15,050.0","14,600.0",9.22M,-0.34%,4890.97,1175.67,18868.278347732183
2024-01-25,14750.0,"14,300.0","14,750.0","14,250.0",11.25M,3.15%,4894.16,1170.37,18777.99703023758
2024-01-24,14300.0,"14,750.0","14,950.0","14,300.0",9.32M,-2.39%,4868.55,1172.97,18670.25134989201
2024-01-23,14650.0,"14,150.0","14,800.0","14,050.0",22.16M,4.64%,4864.6,1177.5,18908.566684665228
2024-01-22,14000.0,"13,700.0","14,300.0","13,500.0",11.38M,2.19%,4850.43,1182.86,18956.74703023758
2024-01-19,13700.0,"13,500.0","13,900.0","13,500.0",7.54M,2.24%,4839.81,1181.5,18729.58909287257
2024-01-18,13400.0,"13,550.0","13,550.0","13,300.0",3.92M,-0.74%,4780.94,1169.06,18707.43169546436
2024-01-17,13500.0,"13,450.0","13,550.0","13,350.0",4.92M,0.00%,4739.21,1162.53,18814.76430885529
2024-01-16,13500.0,"13,400.0","13,500.0","13,100.0",7.35M,1.50%,4765.98,1163.12,18829.71247300216
2024-01-15,13300.0,"13,900.0","13,900.0","13,300.0",9.74M,-3.62%,4783.83,1154.12,18368.11852051836
2024-01-12,13800.0,"14,000.0","14,000.0","13,600.0",12.41M,-2.13%,4783.83,1154.7,18649.48056155508
2024-01-11,14100.0,"13,200.0","14,150.0","13,200.0",35.73M,6.42%,4780.24,1162.22,18913.60718142549
2024-01-10,13250.0,"13,350.0","13,450.0","13,100.0",6.54M,-0.75%,4783.45,1161.54,18674.709773218143
2024-01-09,13350.0,"12,850.0","13,400.0","12,800.0",16.00M,3.89%,4756.5,1158.59,18603.30615550756
2024-01-08,12850.0,"13,200.0","13,300.0","12,850.0",15.77M,-1.91%,4763.54,1160.19,18654.303725701942
2024-01-05,13100.0,"13,350.0","13,450.0","12,600.0",34.25M,-1.50%,4697.24,1154.68,18883.953563714906
2024-01-04,13300.0,"13,600.0","13,700.0","13,150.0",15.86M,-2.92%,4688.68,1150.72,19001.198704103677
2024-01-03,13700.0,"13,550.0","13,750.0","13,450.0",10.08M,0.74%,4704.81,1144.17,19151.09260259179
2024-01-02,13600.0,"13,500.0","13,600.0","13,100.0",21.26M,3.03%,4742.83,1131.72,19070.01160907128
2023-12-29,13200.0,"13,700.0","13,750.0","13,200.0",17.77M,-3.65%,4769.83,1129.93,18914.991630669545
2023-12-28,13700.0,"13,850.0","13,850.0","12,900.0",47.10M,-1.08%,4783.35,1128.93,19018.413066954643
2023-12-27,13850.0,"13,800.0","14,050.0","13,650.0",19.87M,1.47%,4781.58,1121.99,19026.19816414687
2023-12-26,13650.0,"13,800.0","13,900.0","13,300.0",17.49M,-0.73%,4774.75,1122.25,18833.230291576678
2023-12-25,13750.0,"13,850.0","14,050.0","13,550.0",22.42M,1.85%,4754.63,1117.66,18759.45518358532
2023-12-22,13500.0,"13,250.0","13,700.0","13,250.0",21.60M,1.12%,4754.63,1103.06,18587.88336933045
2023-12-21,13350.0,"12,300.0","13,350.0","12,200.0",25.70M,6.80%,4746.75,1102.43,18573.432505399567
2023-12-20,12500.0,"11,800.0","12,600.0","11,800.0",27.78M,0.81%,4698.35,1100.76,18077.615280777536
2023-12-19,12400.0,"13,150.0","13,200.0","12,400.0",22.27M,-6.77%,4768.37,1096.3,17946.748110151188
2023-12-18,13300.0,"13,350.0","13,700.0","12,950.0",24.02M,1.92%,4740.56,1091.88,18138.85772138229
2023-12-15,13050.0,"13,700.0","13,700.0","12,800.0",33.88M,-2.97%,4719.19,1102.3,18162.981911447085
2023-12-14,13450.0,"13,550.0","13,850.0","13,250.0",13.95M,-0.74%,4719.55,1110.13,18223.25134989201
2023-12-13,13550.0,"13,500.0","13,800.0","13,200.0",27.66M,3.44%,4707.09,1114.2,18425.233261339094
2023-12-12,13100.0,"13,000.0","13,500.0","12,900.0",21.40M,0.77%,4643.7,1127.63,18500.61825053996
2023-12-11,13000.0,"12,000.0","13,000.0","12,000.0",26.12M,7.00%,4622.44,1125.5,18332.69573434125
2023-12-08,12150.0,"12,300.0","12,400.0","11,950.0",9.95M,-2.02%,4604.37,1124.44,18179.69708423326
2023-12-07,12400.0,"12,750.0","12,800.0","11,750.0",38.36M,-1.59%,4585.59,1121.49,18219.62338012959
2023-12-06,12600.0,"11,900.0","12,700.0","11,900.0",34.47M,5.88%,4549.34,1126.43,18363.36177105832
2023-12-05,11900.0,"12,200.0","12,250.0","11,850.0",12.55M,-2.46%,4567.18,1115.97,17983.940064794813
2023-12-04,12200.0,"12,000.0","12,200.0","11,700.0",29.77M,3.39%,4569.78,1120.49,18076.789416846656
2023-12-01,11800.0,"11,150.0","11,800.0","11,000.0",27.28M,5.83%,4594.63,1102.16,17684.220572354214
2023-11-30,11150.0,"11,350.0","11,350.0","10,900.0",26.06M,-0.89%,4567.8,1094.13,17385.957613390932
2023-11-29,11250.0,"10,950.0","11,350.0","10,850.0",38.11M,5.14%,4550.58,1102.8,17354.550485961125
2023-11-28,10700.0,"10,600.0","10,750.0","10,400.0",20.23M,0.94%,4554.89,1095.43,16964.04967602592
2023-11-27,10600.0,"10,400.0","10,900.0","10,300.0",36.44M,1.92%,4550.43,1088.06,16872.633639308857
2023-11-24,10400.0,"9,810.0","10,450.0","9,680.0",34.28M,6.12%,4559.34,1095.61,17179.293196544277
2023-11-23,9800.0,"9,400.0","10,000.0","9,360.0",52.95M,4.70%,4556.62,1088.49,17023.569654427647
2023-11-22,9360.0,"9,350.0","9,480.0","9,290.0",15.15M,1.08%,4556.62,1113.82,16941.688984881206
2023-11-21,9260.0,"9,530.0","9,530.0","9,250.0",10.10M,-1.49%,4538.19,1110.46,16816.798866090714
2023-11-20,9400.0,"9,000.0","9,400.0","8,900.0",29.06M,3.07%,4547.38,1103.66,16721.71382289417
2023-11-17,9120.0,"9,100.0","9,350.0","9,000.0",34.63M,1.33%,4514.02,1101.19,16719.18385529158
2023-11-16,9000.0,"8,980.0","9,000.0","8,850.0",8.44M,0.22%,4508.24,1125.53,16690.839632829375
2023-11-15,8980.0,"9,100.0","9,200.0","8,960.0",23.34M,0.90%,4502.88,1122.5,16595.056965442764
2023-11-14,8900.0,"9,010.0","9,150.0","8,800.0",14.96M,-1.11%,4495.7,1109.73,16641.796436285094
2023-11-13,9000.0,"8,790.0","9,200.0","8,770.0",20.66M,3.45%,4411.55,1100.07,16596.13579913607
2023-11-10,8700.0,"8,460.0","9,090.0","8,390.0",46.22M,2.35%,4415.24,1101.68,16223.209233261336
2023-11-09,8500.0,"8,680.0","8,780.0","8,500.0",10.87M,-1.51%,4347.35,1113.89,16131.787796976245
2023-11-08,8630.0,"8,380.0","8,630.0","8,250.0",13.65M,2.98%,4382.78,1113.43,15678.642008639312
2023-11-07,8380.0,"8,300.0","8,560.0","8,240.0",7.39M,0.96%,4378.38,1080.29,15097.681425485962
2023-11-06,8300.0,"8,220.0","8,350.0","8,190.0",7.04M,1.22%,4365.98,1089.66,15087.5782937365
2023-11-03,8200.0,"8,580.0","8,590.0","8,150.0",8.03M,-1.44%,4358.34,1076.78,14967.28617710583
2023-11-02,8320.0,"8,350.0","8,440.0","8,200.0",7.91M,1.96%,4317.78,1075.47,15046.585313174946
2023-11-01,8160.0,"8,100.0","8,190.0","7,950.0",5.88M,1.62%,4237.86,1039.66,14439.414956803455
2023-10-31,8030.0,"8,400.0","8,430.0","8,020.0",8.49M,-3.60%,4193.8,1028.19,14399.128509719225
2023-10-30,8330.0,"8,880.0","8,950.0","8,330.0",8.91M,-4.80%,4166.82,1042.4,15040.926025917926
2023-10-27,8750.0,"8,800.0","8,890.0","8,580.0",12.06M,0.69%,4117.37,1060.62,15480.822894168468
2023-10-26,8690.0,"8,570.0","8,690.0","8,260.0",18.08M,-1.14%,4137.23,1055.45,15356.479481641469
2023-10-25,8790.0,"8,810.0","8,950.0","8,720.0",12.24M,0.80%,4186.77,1101.66,16119.464902807777
2023-10-24,8720.0,"8,710.0","8,880.0","8,640.0",7.57M,0.11%,4247.68,1105.9,16086.97327213823
2023-10-23,8710.0,"8,150.0","8,720.0","8,110.0",32.71M,6.87%,4217.04,1093.53,15791.072624190068
2023-10-20,8150.0,"7,990.0","8,150.0","7,800.0",5.01M,2.13%,4224.16,1108.03,15815.707613390929
2023-10-19,7980.0,"7,700.0","8,060.0","7,640.0",7.54M,3.64%,4278.0,1087.85,15346.94870410367
2023-10-18,7700.0,"8,110.0","8,130.0","7,600.0",10.25M,-4.11%,4314.6,1103.4,15404.315874730022
2023-10-17,8030.0,"8,340.0","8,420.0","8,030.0",5.55M,-3.60%,4373.2,1121.65,15811.714902807777
2023-10-16,8330.0,"8,320.0","8,410.0","8,300.0",5.38M,0.12%,4373.63,1141.42,16370.696544276458
2023-10-13,8320.0,"8,190.0","8,420.0","8,090.0",9.09M,1.22%,4327.78,1154.73,16518.179535637148
2023-10-12,8220.0,"8,480.0","8,500.0","8,150.0",8.76M,-2.14%,4349.61,1151.61,16404.243250539956
2023-10-11,8400.0,"8,440.0","8,460.0","8,320.0",5.57M,-0.36%,4376.95,1150.81,16385.424136069116
2023-10-10,8430.0,"8,450.0","8,580.0","8,330.0",11.61M,-0.24%,4358.24,1143.69,16307.418196544277
2023-10-09,8450.0,"8,180.0","8,500.0","8,090.0",11.44M,3.05%,4335.66,1137.36,16247.514578833694
2023-10-06,8200.0,"8,110.0","8,350.0","8,110.0",9.80M,1.23%,4308.5,1128.54,16133.872840172786
2023-10-05,8100.0,"7,740.0","8,210.0","7,590.0",17.61M,4.92%,4258.19,1113.89,15909.024298056154
2023-10-04,7720.0,"7,500.0","7,760.0","7,480.0",6.53M,0.92%,4263.75,1128.67,15869.764308855292
2023-10-03,7650.0,"7,790.0","7,800.0","7,510.0",9.39M,-3.16%,4229.45,1118.1,15636.92845572354
2023-10-02,7900.0,"7,840.0","7,920.0","7,730.0",6.09M,2.33%,4288.39,1155.25,16253.691684665228
2023-09-29,7720.0,"7,830.0","7,870.0","7,700.0",6.62M,-1.03%,4288.05,1154.15,15809.538066954645
2023-09-28,7800.0,"7,850.0","7,870.0","7,630.0",5.42M,-0.64%,4299.7,1152.43,15796.153887688984
2023-09-27,7850.0,"7,640.0","7,850.0","7,520.0",6.28M,4.53%,4274.51,1153.85,15885.919276457884
2023-09-26,7510.0,"7,500.0","7,760.0","7,440.0",10.95M,0.00%,4273.53,1137.96,15300.961393088552
2023-09-25,7510.0,"8,070.0","8,180.0","7,510.0",11.98M,-6.94%,4337.44,1153.2,15636.639848812094
2023-09-22,8070.0,"8,350.0","8,400.0","8,030.0",15.68M,-4.61%,4320.06,1193.05,16400.325053995683
2023-09-21,8460.0,"8,550.0","8,590.0","8,460.0",6.25M,-0.47%,4330.0,1212.74,16856.449514038875
2023-09-20,8500.0,"8,400.0","8,500.0","8,350.0",6.14M,2.41%,4402.2,1226.11,16796.893898488124
2023-09-19,8300.0,"8,450.0","8,520.0","8,290.0",10.15M,-1.66%,4443.95,1211.5,16266.54967602592
2023-09-18,8440.0,"8,510.0","8,550.0","8,410.0",6.95M,-0.82%,4453.53,1211.81,16276.829643628507
2023-09-15,8510.0,"8,520.0","8,610.0","8,480.0",7.91M,0.12%,4450.32,1227.36,16492.92467602592
2023-09-14,8500.0,"8,750.0","8,770.0","8,480.0",20.14M,-3.08%,4505.1,1223.81,16358.481911447085
2023-09-13,8770.0,"9,010.0","9,010.0","8,720.0",16.24M,-2.23%,4467.44,1238.39,16598.551835853134
2023-09-12,8970.0,"8,900.0","8,970.0","8,730.0",14.31M,0.79%,4461.9,1245.44,16908.599082073437
2023-09-11,8900.0,"9,180.0","9,290.0","8,900.0",23.73M,-3.16%,4487.46,1223.63,16664.088552915768
2023-09-08,9190.0,"9,300.0","9,420.0","9,180.0",26.07M,-0.43%,4457.49,1241.48,17203.22597192225
2023-09-07,9230.0,"9,200.0","9,390.0","9,180.0",23.67M,0.98%,4451.14,1243.14,17144.199244060477
2023-09-06,9140.0,"9,250.0","9,250.0","9,090.0",22.90M,-0.65%,4465.48,1245.5,16960.27834773218
2023-09-05,9200.0,"9,200.0","9,260.0","9,150.0",14.69M,0.22%,4496.83,1234.98,16953.68061555076
2023-08-31,9180.0,"8,910.0","9,380.0","8,890.0",35.86M,3.15%,4507.66,1224.05,16722.757289416848
2023-08-30,8900.0,"8,950.0","9,020.0","8,810.0",9.82M,0.00%,4514.87,1213.16,16274.971382289415
2023-08-29,8900.0,"9,050.0","9,180.0","8,900.0",17.39M,-1.55%,4497.63,1204.43,16328.66252699784
2023-08-28,9040.0,"8,960.0","9,040.0","8,870.0",9.79M,1.35%,4433.31,1201.72,16329.255399568036
2023-08-25,8920.0,"9,200.0","9,240.0","8,900.0",16.71M,-3.98%,4405.71,1183.37,16141.3906587473
2023-08-24,9290.0,"8,800.0","9,350.0","8,700.0",24.86M,5.57%,4376.31,1189.39,16181.189794816417
2023-08-23,8800.0,"9,050.0","9,080.0","8,750.0",11.13M,-2.11%,4436.01,1172.56,15825.705993520518
2023-08-22,8990.0,"8,670.0","8,990.0","8,210.0",19.22M,4.90%,4387.55,1180.49,16065.899568034558
2023-08-21,8570.0,"8,790.0","8,790.0","8,430.0",12.83M,1.18%,4399.77,1179.76,15765.616900647949
2023-08-18,8470.0,"9,040.0","9,060.0","8,470.0",40.02M,-6.92%,4369.71,1177.99,16001.534827213824
2023-08-17,9100.0,"9,250.0","9,290.0","9,100.0",14.76M,-1.09%,4370.36,1233.48,17164.981911447085
2023-08-16,9200.0,"9,250.0","9,300.0","9,160.0",10.48M,0.00%,4404.33,1243.26,17478.144438444924
2023-08-15,9200.0,"9,350.0","9,430.0","9,170.0",15.13M,0.00%,4437.86,1234.05,17502.928725701946
2023-08-14,9200.0,"9,300.0","9,330.0","9,180.0",20.27M,-0.76%,4489.72,1236.84,17363.31857451404
2023-08-11,9270.0,"9,350.0","9,350.0","9,000.0",19.52M,0.65%,4464.05,1232.21,17384.41414686825
2023-08-10,9210.0,"9,550.0","9,590.0","9,210.0",22.52M,-3.56%,4468.83,1220.61,17498.520788336933
2023-08-09,9550.0,"9,720.0","9,910.0","9,480.0",25.25M,-2.65%,4467.71,1233.99,18204.61312095033
2023-08-08,9810.0,"9,240.0","9,820.0","9,170.0",47.11M,6.86%,4499.38,1242.23,18509.71112311015
2023-08-07,9180.0,"9,250.0","9,450.0","9,010.0",15.87M,0.33%,4518.44,1241.42,17772.295626349893
2023-08-04,9150.0,"8,900.0","9,150.0","8,870.0",23.10M,2.81%,4478.03,1225.98,17660.07343412527
2023-08-03,8900.0,"9,170.0","9,170.0","8,900.0",15.96M,-2.20%,4501.89,1210.95,17562.2497300216
2023-08-02,9100.0,"8,900.0","9,200.0","8,790.0",24.30M,2.25%,4513.39,1220.43,17633.733801295897
2023-08-01,8900.0,"8,880.0","8,960.0","8,770.0",26.04M,0.23%,4576.73,1217.56,17400.1409287257
2023-07-31,8880.0,"8,840.0","9,150.0","8,830.0",34.06M,0.91%,4588.96,1222.9,17474.451403887688
2023-07-28,8800.0,"8,540.0","8,800.0","8,540.0",14.06M,3.04%,4582.23,1207.67,17199.471922246223
2023-07-27,8540.0,"8,650.0","8,730.0","8,460.0",15.24M,-1.16%,4537.41,1197.33,17186.34260259179
2023-07-26,8640.0,"8,660.0","8,700.0","8,560.0",11.13M,-0.35%,4566.75,1200.84,17517.442764578835
2023-07-25,8670.0,"8,820.0","8,870.0","8,600.0",12.69M,-1.37%,4567.46,1195.9,17387.334773218143
2023-07-24,8790.0,"8,740.0","8,850.0","8,660.0",15.80M,1.62%,4554.64,1190.72,17536.3282937365
2023-07-21,8650.0,"8,530.0","8,700.0","8,520.0",12.01M,1.88%,4536.34,1185.9,17395.536177105834
2023-07-20,8490.0,"8,510.0","8,580.0","8,400.0",9.68M,-0.12%,4534.87,1172.81,16954.980831533478
2023-07-19,8500.0,"8,760.0","8,780.0","8,500.0",18.87M,-2.52%,4565.72,1172.98,16970.46517278618
2023-07-18,8720.0,"8,700.0","8,990.0","8,680.0",20.27M,0.46%,4554.98,1174.09,16965.670896328294
2023-07-17,8680.0,"8,810.0","8,820.0","8,630.0",12.77M,-0.46%,4522.79,1173.13,17138.89551835853
2023-07-14,8720.0,"8,860.0","8,870.0","8,600.0",18.79M,-1.02%,4505.42,1168.4,17310.935205183585
2023-07-13,8810.0,"8,730.0","8,850.0","8,670.0",17.74M,1.15%,4510.04,1165.42,17302.259179265657
2023-07-12,8710.0,"8,760.0","8,890.0","8,600.0",14.24M,-0.57%,4472.16,1154.2,17107.210583153348
2023-07-11,8760.0,"8,300.0","8,770.0","8,260.0",43.65M,6.83%,4439.26,1151.77,17247.73623110151
2023-07-10,8200.0,"8,250.0","8,300.0","8,180.0",11.47M,0.12%,4409.53,1149.02,16717.339902807777
2023-07-07,8190.0,"8,150.0","8,220.0","8,050.0",8.47M,0.49%,4398.95,1138.07,16530.64524838013
2023-07-06,8150.0,"8,270.0","8,350.0","8,010.0",16.62M,-1.45%,4411.59,1126.22,16271.05318574514
2023-07-05,8270.0,"8,480.0","8,480.0","8,250.0",13.82M,-1.43%,4446.82,1134.62,16286.674406047518
2023-07-04,8390.0,"8,200.0","8,500.0","8,200.0",25.32M,2.69%,4455.59,1132.0,16234.839902807777
2023-07-03,8170.0,"8,200.0","8,240.0","8,100.0",11.39M,0.25%,4455.59,1125.5,15550.494330453565
2023-06-30,8150.0,"8,330.0","8,370.0","8,150.0",11.91M,-1.81%,4450.38,1120.18,15464.193304535638
2023-06-29,8300.0,"7,980.0","8,450.0","7,980.0",38.43M,4.40%,4396.44,1125.39,15489.719762419008
2023-06-28,7950.0,"8,050.0","8,050.0","7,930.0",8.59M,-0.25%,4376.86,1138.35,15646.663876889852
2023-06-27,7970.0,"7,960.0","8,040.0","7,900.0",6.67M,0.25%,4378.41,1134.33,15518.169006479482
2023-06-26,7950.0,"8,050.0","8,080.0","7,860.0",11.82M,-1.12%,4328.82,1132.03,15578.590172786176
2023-06-23,8040.0,"8,130.0","8,130.0","8,000.0",10.95M,-0.50%,4348.33,1129.38,15477.4843412527
2023-06-22,8080.0,"8,000.0","8,090.0","7,970.0",10.18M,1.38%,4381.89,1125.3,15537.109611231102
2023-06-21,7970.0,"7,980.0","8,030.0","7,940.0",7.18M,0.13%,4365.69,1118.46,15397.494060475165
2023-06-20,7960.0,"7,980.0","8,010.0","7,880.0",8.01M,0.76%,4388.71,1111.72,15218.231641468685
2023-06-19,7900.0,"8,100.0","8,140.0","7,860.0",15.46M,-1.62%,4409.59,1105.4,15096.81101511879
2023-06-16,8030.0,"8,250.0","8,260.0","8,030.0",13.46M,-1.95%,4409.59,1115.22,15048.650377969763
2023-06-15,8190.0,"8,050.0","8,290.0","8,040.0",19.94M,2.12%,4425.84,1116.97,15178.95653347732
2023-06-14,8020.0,"8,130.0","8,180.0","8,010.0",10.68M,-1.11%,4372.59,1117.42,14759.146868250538
2023-06-13,8110.0,"8,120.0","8,200.0","8,060.0",10.47M,0.62%,4369.01,1122.46,14845.767818574515
2023-06-12,8060.0,"8,110.0","8,220.0","8,020.0",11.07M,-0.49%,4338.93,1116.02,14698.677645788335
2023-06-09,8100.0,"8,200.0","8,240.0","8,000.0",15.77M,-0.98%,4298.86,1107.53,14912.126889848812
2023-06-08,8180.0,"8,250.0","8,490.0","8,180.0",24.02M,-0.37%,4293.93,1101.32,15118.032127429806
2023-06-07,8210.0,"8,250.0","8,280.0","8,140.0",13.75M,0.24%,4267.52,1109.54,15216.314524838011
2023-06-06,8190.0,"8,120.0","8,210.0","8,120.0",9.43M,0.99%,4283.85,1108.31,15136.17791576674
2023-06-05,8110.0,"8,110.0","8,300.0","8,060.0",16.39M,1.00%,4273.79,1097.82,14978.955993520518
2023-06-02,8030.0,"8,190.0","8,190.0","8,010.0",17.04M,-1.11%,4282.37,1090.84,15121.18439524838
2023-06-01,8120.0,"8,180.0","8,250.0","8,070.0",12.52M,-0.73%,4221.02,1078.39,15050.273758099353
